district_id,subcounty_id,parish_id,subcounty,parish,year,school_name,ownership,gender,p1,p2,p3,p4,p5,p6,p7,subtotal
d101,s113,p105,Bwijanga,Kahembe,2022,St. Paul Primary School Pakanyi,Government,Boys,91,33,52,27,46,22,19,290
d101,s110,,Pakanyi,Kyakamese,2022,Waiga Primary School,Government,Boys,155,105,95,115,59,48,25,602
d101,s107,p126,Labongo,Labongo,2022,Walyoba Primary School,Government,Boys,97,59,74,78,71,53,39,471
d101,s110,,Pakanyi,Kyakamese,2022,Ikoba Boys Primary School,Government,Girls,0,0,0,0,0,0,0,0
d101,s107,p127,Labongo,Kihaguzi,2022,Alimugonza Primary School,Government,Girls,120,100,107,109,120,53,45,654
d101,s111,p103,Budongo,Nyabyeya,2022,Bokwe Primary School,Government,Girls,166,103,102,89,86,43,39,628
d101,s112,p111,Bulima Town Council,Kahembe ward,2022,Budongo Saw Mill Primary School,Government,Girls,20,19,14,8,18,10,10,99
d101,s111,p102,Budongo,Kasongoire,2022,Bulima Primary School,Government,Girls,78,63,63,67,81,86,71,509
d101,s113,p106,Bwijanga,Kitamba,2022,Bulyango Public Primary School,Government,Girls,87,87,85,89,75,49,24,496
d101,s101,,Bikonzi,,2022,Byerima Primary School,Government,Girls,22,20,20,21,21,20,6,130
d101,s101,,Bikonzi,,2022,Ikoba Girls Primary School,Government,Girls,30,15,20,16,22,28,13,144
d101,s101,,Bikonzi,,2022,Isagara Primary School,Government,Girls,72,32,52,28,32,28,37,281
d101,s113,p106,Bwijanga,Kitamba,2022,Isimba Primary School,Government,Girls,35,30,14,22,27,9,19,156
d101,s102,p109,Kabango Town Council,Kabango ward,2022,Kabango Primary School,Government,Girls,142,123,135,112,164,113,69,858
d101,s109,p130,Miirya,Bigando,2022,Kahara Primary School,Government,Girls,51,25,22,20,24,15,14,171
d101,s111,p103,Budongo,Nyabyeya,2022,Karongo Primary School,Government,Girls,110,113,80,108,80,43,36,570
d101,s110,,Pakanyi,Kyakamese,2022,Karungi Primary School,Government,Girls,103,71,64,40,35,41,18,372
d101,s108,p117,Nyantonzi,Kasenene,2022,Kasenene Primary School,Government,Girls,188,178,135,98,84,48,28,759
d101,s111,p102,Budongo,Kasongoire,2022,Kasongoire Primary School,Government,Girls,50,33,30,39,38,31,20,241
d101,s104,p124,Kimengo,Kimengo,2022,Kayera Primary School,Government,Girls,50,33,28,13,14,10,9,157
d101,s109,p130,Miirya,Bigando,2022,Kibali Primary School,Government,Girls,71,76,58,42,49,28,9,333
d101,s107,p127,Labongo,Kihaguzi,2022,Kibamba Primary School,Government,Girls,79,47,94,44,44,28,10,346
d101,s105,p135,Kiruli,Kibibira,2022,Kibibira Primary School,Government,Girls,172,85,65,41,34,12,14,423
d101,s101,,Bikonzi,,2022,Kichandi Primary School,Government,Girls,52,42,43,35,42,25,18,257
d101,s109,p132,Miirya,Kigulya,2022,Kigezi Primary School,Government,Girls,90,82,45,78,42,38,15,390
d101,s113,p107,Bwijanga,Ntoma,2022,Kihagani Primary School,Government,Girls,34,25,20,21,18,6,4,128
d101,s101,,Bikonzi,,2022,Kihoole Primary School,Government,Girls,28,14,10,14,12,17,15,110
d101,s101,p114,Bikonzi,Rukondwa,2022,Kiina Primary School,Government,Girls,65,36,26,47,29,36,24,263
d101,s109,p132,Miirya,Kigulya,2022,Kijogoro Primary School,Government,Girls,141,106,96,61,49,37,18,508
d101,s104,,Kimengo,,2022,Kijunjubwa Primary School,Government,Girls,52,47,48,28,45,47,37,304
d101,s113,p106,Bwijanga,Kitamba,2022,Kikingura Primary School,Government,Girls,92,88,98,65,88,53,38,522
d101,s101,p116,Bikonzi,Kikube,2022,Kikuube Primary School,Government,Girls,46,24,28,27,33,24,17,199
d101,s107,p126,Labongo,Labongo,2022,Kilanyi Primary School,Government,Girls,57,39,27,33,30,17,9,212
d101,s107,p126,Labongo,Labongo,2022,Kilanyi Moslem Primary School,Government,Girls,49,20,30,26,32,25,31,213
d101,s108,p119,Nyantonzi,Kimanya,2022,Kimanya Primary School,Government,Girls,64,27,42,38,44,25,13,253
d101,s108,p118,Nyantonzi,Nyantonzi,2022,Kimanya Upper,Government,Girls,118,82,41,39,28,29,20,357
d101,s104,,Kimengo,,2022,Kimengo Primary School,Government,Girls,80,40,49,28,31,18,22,268
d101,s109,p132,Miirya,Kigulya,2022,Kinuma Primary School,Government,Girls,84,36,40,43,40,27,21,291
d101,s109,p130,Miirya,Bigando,2022,Kinumi Primary School,Government,Girls,102,96,75,72,51,40,36,472
d101,s102,p108,Kabango Town Council,Kinyara ward,2022,Kinyara Sugar Works Primary School,Government,Girls,137,92,119,128,117,103,102,798
d101,s101,,Bikonzi,,2022,Kinywamurara Primary School,Government,Girls,53,50,38,24,25,19,18,227
d101,s112,p111,Bulima Town Council,Kahembe ward,2022,Kisalizi Primary School,Government,Girls,84,50,52,42,45,34,36,343
d101,s106,,Kyatiri Town Council,,2022,Kisindizi II Primary School,Government,Girls,51,60,44,40,34,24,21,274
d101,s110,,Pakanyi,Kyakamese,2022,Kisindizi Public Primary School,Government,Girls,67,37,25,25,11,16,10,191
d101,s113,p106,Bwijanga,Kitamba,2022,Kitamba Primary School,Government,Girls,79,47,94,44,44,28,10,346
d101,s105,p133,Kiruli,Kiruli,2022,Kitanyata Primary School,Government,Girls,188,148,119,73,107,58,38,731
d101,s101,p114,Bikonzi,Rukondwa,2022,Kitonozi Primary School,Government,Girls,66,41,43,47,40,27,30,294
d101,s109,p132,Miirya,Kigulya,2022,Kitwetwe Primary School,Government,Girls,108,45,35,22,10,10,3,233
d101,s110,,Pakanyi,Kyakamese,2022,Kiyuya Primary School,Government,Girls,64,20,35,28,28,20,18,213
d101,s109,p131,Miirya,Isimba,2022,Kyabaswa Primary School,Government,Girls,52,39,35,41,32,23,14,236
d101,s110,,Pakanyi,,2022,Marongo Primary School,Government,Girls,75,56,49,61,41,36,29,347
d101,s112,p111,Bulima Town Council,Kahembe ward,2022,Miduuma Primary School,Government,Girls,25,30,15,40,19,9,14,152
d101,s101,,Bikonzi,,2022,Mihembero Primary School,Government,Girls,47,36,31,35,38,30,17,234
d101,s103,p141,Kijunjubwa,Kijunjubwa,2022,Miramura Primary School,Government,Girls,63,25,36,31,31,18,17,221
d101,s113,p106,Bwijanga,Kitamba,2022,Masindisd Centre Primary School,Government,Girls,22,9,8,13,13,21,9,95
d101,s113,p106,Bwijanga,Kitamba,2022,Murro Primary School,Government,Girls,33,27,12,23,17,15,19,146
d101,s113,p105,Bwijanga,Kahembe,2022,Ntooma Primary School,Government,Girls,98,54,86,83,87,79,24,511
d101,s113,p107,Bwijanga,Ntoma,2022,Nyabubale Primary School,Government,Girls,31,21,12,6,3,3,1,77
d101,s113,p107,Bwijanga,Ntoma,2022,Nyabyeya Primary School,Government,Girls,156,94,123,115,114,124,45,771
d101,s111,p103,Budongo,Nyabyeya,2022,Nyakarongo Primary School,Government,Girls,87,56,31,11,21,22,8,236
d101,s105,p133,Kiruli,Kiruli,2022,Nyakatoogo Primary School,Government,Girls,19,19,24,8,15,11,15,111
d101,s106,,Kyatiri Town Council,,2022,Nyakyanika Primary School,Government,Girls,130,81,80,54,34,33,25,437
d101,s107,p126,Labongo,Labongo,2022,Nyambindo Primary School,Government,Girls,120,72,79,55,42,17,8,393
d101,s106,,Kyatiri Town Council,Kyatiri,2022,Nyantonzi Primary School,Government,Girls,78,88,88,70,77,41,13,455
d101,s108,p118,Nyantonzi,Nyantonzi,2022,Rukondwa Primary School,Government,Girls,39,15,24,17,18,16,5,134
d101,s101,p114,Bikonzi,Rukondwa,2022,Rwempisi Primary School,Government,Girls,104,73,70,40,21,17,10,335
d101,s108,p118,Nyantonzi,Nyantonzi,2022,Siiba Primary School,Government,Girls,61,34,24,30,36,22,8,215
d101,s108,p118,Nyantonzi,Nyantonzi,2022,St Mary's Kyatiri Primary School,Government,Girls,202,132,177,136,121,73,63,904
d101,s109,p131,Miirya,Isimba,2022,St. Kizito Murro Primary School,Government,Girls,18,17,12,10,12,12,12,93
d101,s113,p105,Bwijanga,Kahembe,2022,St. Paul Primary School Pakanyi,Government,Girls,62,33,42,33,34,15,28,247
d101,s110,,Pakanyi,Kyakamese,2022,Waiga Primary School,Government,Girls,150,116,97,108,64,52,27,614
d101,s107,p126,Labongo,Labongo,2022,Walyoba Primary School,Government,Girls,69,60,67,95,70,68,62,491
